,domain,reachedDomain,start,end,hasErrors,error,originalFile,cmp,cmps,pagerank,rank_group,wronglyTagged,status,statusSimplified,cmp_simplified,cmp_simplified_othered,cmp_simplified_othered_more,tld,tld_othered
9448,visitqatar.qa,visitqatar.com,2022-12-01 07:25:06.813000+00:00,2022-12-01 07:55:52.577000+00:00,False,Successful,results.json_00009550-00009559.json,onetrust_banner,"['onetrust_banner', 'onetrust_pctab']",73436,"(70000, 80000]",False,successful,successful,onetrust,onetrust,onetrust,qa,other
9461,mdsol.com,medidata.com,2022-12-01 08:00:37.177000+00:00,2022-12-01 08:09:38.649000+00:00,False,Successful,results.json_00009570-00009579.json,cookiebar,['cookiebar'],73728,"(70000, 80000]",True,successful,successful,cookiebar,cookiebar,cookiebar,com,com
9467,holidaycheck.com,holidaycheck.de,2022-12-01 08:01:09.354000+00:00,2022-12-01 08:12:45.334000+00:00,False,Successful,results.json_00009570-00009579.json,sourcepointpopup,['sourcepointpopup'],73755,"(70000, 80000]",False,successful,successful,sourcepoint,sourcepoint,sourcepoint,com,com
9483,bicworld.com,bic.com,2022-12-01 08:15:35.823000+00:00,2022-12-01 08:26:59.115000+00:00,False,Successful,results.json_00009590-00009599.json,didomi.io,['didomi.io'],73989,"(70000, 80000]",False,successful,successful,didomi.io,didomi.io,didomi.io,com,com
9508,creativecloud.com,adobe.com,2022-12-01 08:41:38.275000+00:00,2022-12-01 08:48:55.704000+00:00,False,Successful,results.json_00009610-00009619.json,onetrust_banner,"['onetrust_banner', 'onetrust_pcpanel']",74190,"(70000, 80000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
9524,audible.com.au,audible.de,2022-12-01 09:00:23.854000+00:00,2022-12-01 09:19:46.755000+00:00,False,Successful,results.json_00009630-00009639.json,trustarcbar,['trustarcbar'],74351,"(70000, 80000]",False,successful,successful,trustarc,other,trustarc,au,other
9535,hot-world.de,repetier-server.com,2022-12-01 09:16:39.781000+00:00,2022-12-01 09:27:52.977000+00:00,False,Successful,results.json_00009640-00009649.json,cookiebar,['cookiebar'],74461,"(70000, 80000]",False,successful,successful,cookiebar,cookiebar,cookiebar,de,de
9543,facebook.com.br,facebook.com,2022-12-01 09:21:21.088000+00:00,2022-12-01 09:44:20.503000+00:00,False,Successful,results.json_00009650-00009659.json,Facebook,['Facebook'],74496,"(70000, 80000]",False,successful,successful,Facebook,other,other,br,other
9570,aconex.com,oracle.com,2022-12-01 21:14:50.237000+00:00,2022-12-01 21:41:16.785000+00:00,False,Successful,results.json_00009680-00009689.json,trustarc_popup_hider,"['trustarc_popup_hider', 'trustarcframe']",74851,"(70000, 80000]",False,successful,successful,trustarc,other,trustarc,com,com
9586,france5.fr,france.tv,2022-12-01 21:39:08.514000+00:00,2022-12-01 22:09:17.412000+00:00,False,Successful,results.json_00009690-00009699.json,didomi.io,['didomi.io'],74924,"(70000, 80000]",False,successful,successful,didomi.io,didomi.io,didomi.io,fr,fr
9596,answerstoall.com,answer-all.com,2022-12-01 21:58:07.514000+00:00,2022-12-01 22:20:09.831000+00:00,False,Successful,results.json_00009700-00009709.json,quantcast2b,['quantcast2b'],75068,"(70000, 80000]",False,successful,successful,quantcast,quantcast,quantcast,com,com
9598,westcon.com,westconcomstor.com,2022-12-01 22:09:17.426000+00:00,2022-12-01 22:26:05.976000+00:00,False,Successful,results.json_00009700-00009709.json,onetrust_banner,"['onetrust_banner', 'onetrust_pcpanel']",75153,"(70000, 80000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
9604,nameshield.net,nameshield.com,2022-12-01 22:26:19.907000+00:00,2022-12-01 22:40:29.151000+00:00,False,Successful,results.json_00009710-00009719.json,cookiebar,['cookiebar'],75279,"(70000, 80000]",False,successful,successful,cookiebar,cookiebar,cookiebar,net,net
9622,boughtbymany.com,manypets.com,2022-12-01 22:53:51.166000+00:00,2022-12-01 23:18:39.234000+00:00,False,Successful,results.json_00009730-00009739.json,onetrust_banner,"['onetrust_banner', 'onetrust_pctab']",75409,"(70000, 80000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
9644,surfright.nl,hitmanpro.com,2022-12-01 23:59:49.896000+00:00,2022-12-02 00:16:33.942000+00:00,False,Successful,results.json_00009750-00009759.json,onetrust_banner,"['onetrust_banner', 'onetrust_pctab']",75603,"(70000, 80000]",False,successful,successful,onetrust,onetrust,onetrust,nl,nl
9652,wsjcommerce.net,wsj.com,2022-12-02 00:10:03.407000+00:00,2022-12-02 00:21:59.564000+00:00,False,Successful,results.json_00009760-00009769.json,tealium.com,['tealium.com'],75663,"(70000, 80000]",False,successful,successful,tealium.com,other,tealium.com,net,net
9657,gamemonetize.co,gamemonetize.com,2022-12-02 00:17:35.970000+00:00,2022-12-02 00:27:23.178000+00:00,False,Successful,results.json_00009760-00009769.json,quantcast2b,['quantcast2b'],75732,"(70000, 80000]",False,successful,successful,quantcast,quantcast,quantcast,co,other
9661,roche-diagnostics.com,roche.com,2022-12-02 00:21:14.420000+00:00,2022-12-02 00:32:12.006000+00:00,False,Successful,results.json_00009770-00009779.json,onetrust_banner,"['onetrust_banner', 'onetrust_pcpanel']",75787,"(70000, 80000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
9663,indecisionforever.com,cc.com,2022-12-02 00:21:59.565000+00:00,2022-12-02 00:32:45.636000+00:00,False,Successful,results.json_00009770-00009779.json,onetrust_pctab,['onetrust_pctab'],75850,"(70000, 80000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
9667,audible.fr,audible.de,2022-12-02 00:26:59.187000+00:00,2022-12-02 00:35:03.589000+00:00,False,Successful,results.json_00009770-00009779.json,trustarcbar,['trustarcbar'],75882,"(70000, 80000]",False,successful,successful,trustarc,other,trustarc,fr,fr
9671,swansonsteamfresh.ca,conagrabrands.ca,2022-12-02 00:30:21.646000+00:00,2022-12-02 00:37:16.345000+00:00,False,Successful,results.json_00009780-00009789.json,EvidonBanner,['EvidonBanner'],75871,"(70000, 80000]",True,successful,successful,Evidon,other,other,ca,other
9691,netflix.io,netflix.com,2022-12-02 00:56:09.750000+00:00,2022-12-02 01:02:39.519000+00:00,False,Successful,results.json_00009800-00009809.json,onetrust_pctab,['onetrust_pctab'],76122,"(70000, 80000]",False,successful,successful,onetrust,onetrust,onetrust,io,io
9703,truelayer.cloud,truelayer.com,2022-12-02 01:04:17.545000+00:00,2022-12-02 01:13:54.991000+00:00,False,Successful,results.json_00009810-00009819.json,onetrust_pcpanel,['onetrust_pcpanel'],76235,"(70000, 80000]",False,successful,successful,onetrust,onetrust,onetrust,cloud,other
9718,intouch.org,intouchuk.org,2022-12-02 01:20:08.387000+00:00,2022-12-02 01:25:23.572000+00:00,False,Successful,results.json_00009820-00009829.json,ibuenda,['ibuenda'],76395,"(70000, 80000]",False,successful,successful,ibuenda,other,other,org,org
9730,ultranet.net.pl,ultranet.com.pl,2022-12-02 01:26:27.749000+00:00,2022-12-02 01:32:19.732000+00:00,False,Successful,results.json_00009840-00009849.json,cookiebar,['cookiebar'],76558,"(70000, 80000]",False,successful,successful,cookiebar,cookiebar,cookiebar,pl,other
9739,portfolium.com,instructure.com,2022-12-02 01:30:59.538000+00:00,2022-12-02 01:38:47.877000+00:00,False,Successful,results.json_00009850-00009859.json,onetrust_banner,"['onetrust_banner', 'onetrust_pcpanel']",76621,"(70000, 80000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
9743,takeda.co.jp,takeda.com,2022-12-02 01:36:03.358000+00:00,2022-12-02 01:42:34.415000+00:00,False,Successful,results.json_00009850-00009859.json,onetrust_banner,"['onetrust_banner', 'onetrust_pcpanel']",76697,"(70000, 80000]",False,successful,successful,onetrust,onetrust,onetrust,jp,other
9744,serco-na.com,serco.com,2022-12-02 01:36:24.641000+00:00,2022-12-02 01:43:07.635000+00:00,False,Successful,results.json_00009850-00009859.json,onetrust_banner,"['onetrust_banner', 'onetrust_pctab']",76717,"(70000, 80000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
9781,dyndns-remote.com,oracle.com,2022-12-02 02:26:28.978000+00:00,2022-12-02 02:41:00.890000+00:00,False,Successful,results.json_00009890-00009899.json,trustarc_popup_hider,"['trustarc_popup_hider', 'trustarcframe']",77100,"(70000, 80000]",False,successful,successful,trustarc,other,trustarc,com,com
9787,payu.ro,payu.com,2022-12-02 02:37:00.835000+00:00,2022-12-02 02:47:54.591000+00:00,False,Successful,results.json_00009890-00009899.json,onetrust_banner,"['onetrust_banner', 'onetrust_pcpanel']",77185,"(70000, 80000]",False,successful,successful,onetrust,onetrust,onetrust,ro,other
9799,corbis.com,gettyimages.de,2022-12-02 02:50:55.589000+00:00,2022-12-02 02:59:12.721000+00:00,False,Successful,results.json_00009910-00009919.json,onetrust_banner,"['onetrust_banner', 'onetrust_pcpanel']",77335,"(70000, 80000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
9808,ev1servers.net,ibm.com,2022-12-02 02:47:31.287000+00:00,2022-12-02 03:07:15.229000+00:00,False,Successful,results.json_00009910-00009919.json,trustarcbar,"['trustarcbar', 'trustarc_popup_hider', 'trustarcframe']",77291,"(70000, 80000]",False,successful,successful,trustarc,other,trustarc,net,net
9815,technip.com,technipfmc.com,2022-12-02 03:09:23.468000+00:00,2022-12-02 03:23:11.664000+00:00,False,Successful,results.json_00009920-00009929.json,onetrust_banner,"['onetrust_banner', 'onetrust_pcpanel']",77635,"(70000, 80000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
9832,uoc.es,uoc.edu,2022-12-02 03:51:07.481000+00:00,2022-12-02 04:35:13.598000+00:00,False,Successful,results.json_00009940-00009949.json,onetrust_banner,['onetrust_banner'],77749,"(70000, 80000]",False,successful,successful,onetrust,onetrust,onetrust,es,es
9841,tidalhifi.com,tidal.com,2022-12-02 04:29:23.271000+00:00,2022-12-02 04:42:55.523000+00:00,False,Successful,results.json_00009950-00009959.json,onetrust_banner,"['onetrust_banner', 'onetrust_pcpanel']",77775,"(70000, 80000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
9852,eep.io,mailchimp.com,2022-12-02 04:42:42.753000+00:00,2022-12-02 04:55:16.058000+00:00,False,Successful,results.json_00009960-00009969.json,onetrust_banner,"['onetrust_banner', 'onetrust_pcpanel']",77844,"(70000, 80000]",False,successful,successful,onetrust,onetrust,onetrust,io,io
9877,comics.com,gocomics.com,2022-12-01 05:26:51.408000+00:00,2022-12-01 05:40:23.344000+00:00,False,Successful,results.json_00009990-00009999.json,sourcepointpopup,"['sourcepointpopup', 'sourcepoint_frame_2022']",78242,"(70000, 80000]",False,successful,successful,sourcepoint,sourcepoint,sourcepoint,com,com
9889,sgcib.com,societegenerale.com,2022-12-01 05:40:47.931000+00:00,2022-12-01 05:45:46.019000+00:00,False,Successful,results.json_00010000-00010009.json,didomi.io,['didomi.io'],78331,"(70000, 80000]",False,successful,successful,didomi.io,didomi.io,didomi.io,com,com
9892,slimdevices.com,logitech.com,2022-12-01 05:43:18.129000+00:00,2022-12-01 05:50:23.586000+00:00,False,Successful,results.json_00010000-00010009.json,onetrust_banner,"['onetrust_banner', 'onetrust_pctab']",78444,"(70000, 80000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
9903,bibel.tv,bibeltv.de,2022-12-01 05:50:55.368000+00:00,2022-12-01 06:00:04.604000+00:00,False,Successful,results.json_00010020-00010029.json,consentmanager.net,['consentmanager.net'],78491,"(70000, 80000]",False,successful,successful,consentmanager.net,other,consentmanager.net,tv,other
9923,cgsh.com,clearygottlieb.com,2022-12-01 06:21:14.998000+00:00,2022-12-01 06:30:56.282000+00:00,False,Successful,results.json_00010040-00010049.json,trustarcbar,"['trustarcbar', 'trustarc_popup_hider', 'trustarcframe']",78754,"(70000, 80000]",False,successful,successful,trustarc,other,trustarc,com,com
9928,mdlz.com,mondelezinternational.com,2022-12-01 06:21:06.503000+00:00,2022-12-01 06:33:50.311000+00:00,False,Successful,results.json_00010040-00010049.json,onetrust_banner,"['onetrust_banner', 'onetrust_pctab']",78714,"(70000, 80000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
9935,maktoob.com,yahoo.com,2022-12-01 06:32:18.416000+00:00,2022-12-01 06:40:37.597000+00:00,False,Successful,results.json_00010050-00010059.json,yahoo_popup,"['yahoo_popup', 'yahoo_consent']",78889,"(70000, 80000]",False,successful,successful,yahoo,other,other,com,com
9947,panasonic.co.uk,panasonic.com,2022-12-01 06:41:56.281000+00:00,2022-12-01 07:02:47.286000+00:00,False,Successful,results.json_00010060-00010069.json,onetrust_pcpanel,['onetrust_pcpanel'],79004,"(70000, 80000]",False,successful,successful,onetrust,onetrust,onetrust,uk,uk
9962,neste.com,neste.de,2022-12-01 07:09:59.901000+00:00,2022-12-01 07:23:50.397000+00:00,False,Successful,results.json_00010080-00010089.json,onetrust_pctab,['onetrust_pctab'],79197,"(70000, 80000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
9978,whbm.com,whitehouseblackmarket.com,2022-12-01 07:09:36.618000+00:00,2022-12-01 07:42:53.855000+00:00,False,Successful,results.json_00010090-00010099.json,onetrust_banner,"['onetrust_banner', 'onetrust_pcpanel']",79179,"(70000, 80000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
10013,ironsrc.com,is.com,2022-12-01 07:54:32.741000+00:00,2022-12-01 08:15:23.403000+00:00,False,Successful,results.json_00010130-00010139.json,onetrust_banner,"['onetrust_banner', 'onetrust_pcpanel']",79597,"(70000, 80000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
10016,dexcominc.com,dexcom.com,2022-12-01 07:58:24.524000+00:00,2022-12-01 08:18:23.491000+00:00,False,Successful,results.json_00010130-00010139.json,onetrust_banner,"['onetrust_banner', 'onetrust_pcpanel']",79672,"(70000, 80000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
10028,movescount.com,suunto.com,2022-12-01 08:15:04.167000+00:00,2022-12-01 08:29:14.594000+00:00,False,Successful,results.json_00010140-00010149.json,onetrust_banner,"['onetrust_banner', 'onetrust_pctab']",79741,"(70000, 80000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
10053,elive.ie,elive.net,2022-12-01 08:42:11.868000+00:00,2022-12-01 08:59:19.079000+00:00,False,Successful,results.json_00010170-00010179.json,cookiebar,['cookiebar'],79932,"(70000, 80000]",False,successful,successful,cookiebar,cookiebar,cookiebar,ie,other
10120,nitropdf.com,gonitro.com,2022-12-01 09:52:00.143000+00:00,2022-12-01 09:59:07.736000+00:00,False,Successful,results.json_00010240-00010249.json,onetrust_banner,"['onetrust_banner', 'onetrust_pcpanel']",80493,"(80000, 90000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
10121,countryinns.com,radissonhotels.com,2022-12-01 09:52:27.685000+00:00,2022-12-01 09:59:09.370000+00:00,False,Successful,results.json_00010240-00010249.json,tealium.com,['tealium.com'],80505,"(80000, 90000]",False,successful,successful,tealium.com,other,tealium.com,com,com
10125,center.io,leadpages.com,2022-12-01 09:51:14.475000+00:00,2022-12-01 10:00:12.488000+00:00,False,Successful,results.json_00010240-00010249.json,ibuenda,['ibuenda'],80491,"(80000, 90000]",False,successful,successful,ibuenda,other,other,io,io
10135,returnpath.com,validity.com,2022-12-01 09:59:03.126000+00:00,2022-12-01 10:04:17.291000+00:00,False,Successful,results.json_00010250-00010259.json,onetrust_banner,"['onetrust_banner', 'onetrust_pcpanel']",80599,"(80000, 90000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
10154,speakeasyai.com,verint.com,2022-12-01 10:05:15.509000+00:00,2022-12-01 23:51:25.174000+00:00,False,Successful,results.json_00010270-00010279.json,onetrust_banner,"['onetrust_banner', 'onetrust_pctab']",80751,"(80000, 90000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
10172,blastr.com,syfy.com,2022-12-01 10:08:22.210000+00:00,2022-12-02 10:33:31.540000+00:00,False,Successful,results.json_00010290-00010299.json,onetrust_banner,"['onetrust_banner', 'onetrust_pcpanel']",80823,"(80000, 90000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
10177,imaginecurve.com,curve.com,2022-12-02 10:31:06.215000+00:00,2022-12-02 10:42:53.956000+00:00,False,Successful,results.json_00010290-00010299.json,onetrust_banner,"['onetrust_banner', 'onetrust_pcpanel']",81102,"(80000, 90000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
10179,nls.es,teradisk.com,2022-12-02 10:25:40.175000+00:00,2022-12-02 10:44:54.722000+00:00,False,Successful,results.json_00010290-00010299.json,cookiebar,['cookiebar'],81059,"(80000, 90000]",False,successful,successful,cookiebar,cookiebar,cookiebar,es,es
10180,fujifilm.eu,fujifilm.com,2022-12-02 10:33:24.491000+00:00,2022-12-02 10:45:26.847000+00:00,False,Successful,results.json_00010300-00010309.json,onetrust_banner,"['onetrust_banner', 'onetrust_pcpanel']",81135,"(80000, 90000]",False,successful,successful,onetrust,onetrust,onetrust,eu,other
10191,jasc.com,paintshoppro.com,2022-12-02 10:45:26.848000+00:00,2022-12-02 10:53:59.965000+00:00,False,Successful,results.json_00010310-00010319.json,onetrust_banner,['onetrust_banner'],81283,"(80000, 90000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
10192,korbitec.com,lexisnexis.co.za,2022-12-02 10:44:54.303000+00:00,2022-12-02 10:55:17.144000+00:00,False,Successful,results.json_00010310-00010319.json,onetrust_banner,"['onetrust_banner', 'onetrust_pcpanel']",81255,"(80000, 90000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
10195,anonymizer.com,ntrepidcorp.com,2022-12-02 10:47:49.126000+00:00,2022-12-02 10:57:18.939000+00:00,False,Successful,results.json_00010310-00010319.json,cookiebar,['cookiebar'],81329,"(80000, 90000]",False,successful,successful,cookiebar,cookiebar,cookiebar,com,com
10204,fusionreactor.io,fusion-reactor.com,2022-12-02 10:45:39.024000+00:00,2022-12-02 11:02:00.497000+00:00,False,Successful,results.json_00010320-00010329.json,cookiebar,['cookiebar'],81319,"(80000, 90000]",False,successful,successful,cookiebar,cookiebar,cookiebar,io,io
10262,stfc.ac.uk,ukri.org,2022-12-02 11:57:43.538000+00:00,2022-12-02 12:09:35.592000+00:00,False,Successful,results.json_00010380-00010389.json,cookiecontrolcivic,['cookiecontrolcivic'],82151,"(80000, 90000]",False,successful,successful,cookiecontrolcivic,other,cookiecontrolcivic,uk,uk
10274,birst.com,infor.com,2022-12-02 12:05:45.738000+00:00,2022-12-02 12:19:51.093000+00:00,False,Successful,results.json_00010390-00010399.json,onetrust_banner,"['onetrust_banner', 'onetrust_pcpanel']",82213,"(80000, 90000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
10291,astaro.de,sophos.com,2022-12-02 12:18:17.894000+00:00,2022-12-02 12:30:58.422000+00:00,False,Successful,results.json_00010410-00010419.json,onetrust_banner,"['onetrust_banner', 'onetrust_pctab']",82380,"(80000, 90000]",False,successful,successful,onetrust,onetrust,onetrust,de,de
10321,intersil.com,renesas.com,2022-12-02 12:43:59.897000+00:00,2022-12-02 12:59:15.319000+00:00,False,Successful,results.json_00010440-00010449.json,trustarcbar,"['trustarcbar', 'trustarc_popup_hider', 'trustarcframe']",82744,"(80000, 90000]",False,successful,successful,trustarc,other,trustarc,com,com
10323,keuzevak.nl,visma.nl,2022-12-02 12:43:27.515000+00:00,2022-12-02 12:59:47.015000+00:00,False,Successful,results.json_00010440-00010449.json,onetrust_banner,"['onetrust_banner', 'onetrust_pcpanel']",82739,"(80000, 90000]",False,successful,successful,onetrust,onetrust,onetrust,nl,nl
10328,rhenus.com,rhenus.group,2022-12-02 12:47:42.626000+00:00,2022-12-02 13:03:00.458000+00:00,False,Successful,results.json_00010440-00010449.json,onetrust_pcpanel,['onetrust_pcpanel'],82770,"(80000, 90000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
10335,ledgerwallet.com,ledger.com,2022-12-02 13:03:04.948000+00:00,2022-12-02 13:12:24.318000+00:00,False,Successful,results.json_00010450-00010459.json,onetrust_banner,"['onetrust_banner', 'onetrust_pctab']",82900,"(80000, 90000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
10353,wunderman.com,wundermanthompson.com,2022-12-02 13:25:08.124000+00:00,2022-12-02 13:41:54.341000+00:00,False,Successful,results.json_00010470-00010479.json,onetrust_banner,"['onetrust_banner', 'onetrust_pcpanel']",83058,"(80000, 90000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
10358,portfolium.net,instructure.com,2022-12-02 13:18:57.588000+00:00,2022-12-02 13:44:54.867000+00:00,False,Successful,results.json_00010470-00010479.json,onetrust_banner,"['onetrust_banner', 'onetrust_pcpanel']",83052,"(80000, 90000]",False,successful,successful,onetrust,onetrust,onetrust,net,net
10386,4sq.com,foursquare.com,2022-12-02 14:11:48.894000+00:00,2022-12-02 14:31:36.561000+00:00,False,Successful,results.json_00010500-00010509.json,onetrust_banner,"['onetrust_banner', 'onetrust_pcpanel']",83352,"(80000, 90000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
10395,delorme.com,garmin.com,2022-12-02 14:30:30.998000+00:00,2022-12-02 14:42:20.135000+00:00,False,Successful,results.json_00010510-00010519.json,trustarcbar,"['trustarcbar', 'trustarc_popup_hider', 'trustarcframe']",83466,"(80000, 90000]",False,successful,successful,trustarc,other,trustarc,com,com
10397,ideabits.com,draugiemgroup.com,2022-12-02 14:31:36.562000+00:00,2022-12-02 14:46:00.293000+00:00,False,Successful,results.json_00010510-00010519.json,optanon,['optanon'],83472,"(80000, 90000]",False,successful,successful,optanon,other,other,com,com
10399,gruposantander.com,santander.com,2022-12-02 14:32:00.971000+00:00,2022-12-02 14:46:04.148000+00:00,False,Successful,results.json_00010510-00010519.json,tealium.com,['tealium.com'],83481,"(80000, 90000]",False,successful,successful,tealium.com,other,tealium.com,com,com
10421,wotblitz.eu,wotblitz.com,2022-12-02 14:57:40.920000+00:00,2022-12-02 15:09:56.598000+00:00,False,Successful,results.json_00010540-00010549.json,onetrust_banner,"['onetrust_banner', 'onetrust_pcpanel']",83681,"(80000, 90000]",False,successful,successful,onetrust,onetrust,onetrust,eu,other
10423,screenhero.com,slack.com,2022-12-02 14:59:16.934000+00:00,2022-12-02 15:14:58.473000+00:00,False,Successful,results.json_00010540-00010549.json,onetrust_banner,"['onetrust_banner', 'onetrust_pcpanel']",83696,"(80000, 90000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
10428,aetn.com,aenetworks.tv,2022-12-02 15:00:31.361000+00:00,2022-12-02 15:18:32.473000+00:00,False,Successful,results.json_00010540-00010549.json,onetrust_banner,"['onetrust_banner', 'onetrust_pcpanel']",83698,"(80000, 90000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
10471,clarizen.com,planview.com,2022-12-02 16:02:45.045000+00:00,2022-12-02 16:16:29.558000+00:00,False,Successful,results.json_00010590-00010599.json,optanon,['optanon'],84127,"(80000, 90000]",False,successful,successful,optanon,other,other,com,com
10486,livemocha.com,rosettastone.de,2022-12-02 16:16:04.538000+00:00,2022-12-02 16:36:14.179000+00:00,False,Successful,results.json_00010600-00010609.json,onetrust_banner,"['onetrust_banner', 'onetrust_pctab']",84278,"(80000, 90000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
10506,mcdonalds.de,mcdonalds.com,2022-12-02 16:30:13.844000+00:00,2022-12-02 17:08:13.011000+00:00,False,Successful,results.json_00010620-00010629.json,onetrust_banner,"['onetrust_banner', 'onetrust_pctab']",84350,"(80000, 90000]",False,successful,successful,onetrust,onetrust,onetrust,de,de
10523,great-site.net,infinityfree.net,2022-12-02 17:17:00.898000+00:00,2022-12-02 17:36:23.889000+00:00,False,Successful,results.json_00010640-00010649.json,quantcast2b,['quantcast2b'],84618,"(80000, 90000]",False,successful,successful,quantcast,quantcast,quantcast,net,net
10524,prodigy.com,prodigygame.com,2022-12-02 17:16:39.270000+00:00,2022-12-02 17:36:27.377000+00:00,False,Successful,results.json_00010640-00010649.json,onetrust_banner,"['onetrust_banner', 'onetrust_pcpanel']",84561,"(80000, 90000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
10536,newsforge.com,sourceforge.net,2022-12-02 17:51:56.242000+00:00,2022-12-02 18:20:45.315000+00:00,False,Successful,results.json_00010650-00010659.json,consentmanager.net,['consentmanager.net'],84778,"(80000, 90000]",False,successful,successful,consentmanager.net,other,consentmanager.net,com,com
10554,hmhbooks.com,hmhco.com,2022-12-02 18:28:28.834000+00:00,2022-12-02 18:54:45.942000+00:00,False,Successful,results.json_00010670-00010679.json,onetrust_pctab,['onetrust_pctab'],84879,"(80000, 90000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
10605,bigmachines.com,oracle.com,2022-12-02 19:41:03.826000+00:00,2022-12-02 19:57:48.643000+00:00,False,Successful,results.json_00010720-00010729.json,trustarcframe,"['trustarcframe', 'trustarc_popup_hider']",85378,"(80000, 90000]",False,successful,successful,trustarc,other,trustarc,com,com
10610,video2000.ch,ello.ch,2022-12-02 19:49:21.932000+00:00,2022-12-02 20:01:24.903000+00:00,False,Successful,results.json_00010730-00010739.json,cookiebar,['cookiebar'],85448,"(80000, 90000]",True,successful,successful,cookiebar,cookiebar,cookiebar,ch,other
10617,blogs.es,webedia.es,2022-12-02 19:55:40.286000+00:00,2022-12-02 20:08:05.241000+00:00,False,Successful,results.json_00010730-00010739.json,cookiebar,['cookiebar'],85537,"(80000, 90000]",False,successful,successful,cookiebar,cookiebar,cookiebar,es,es
10624,imagescreations.eu,imagescreations.fr,2022-12-02 20:03:29.995000+00:00,2022-12-02 20:16:10.427000+00:00,False,Successful,results.json_00010740-00010749.json,cookiebar,['cookiebar'],85717,"(80000, 90000]",False,successful,successful,cookiebar,cookiebar,cookiebar,eu,other
10635,hamiltonmusical.com,stage-entertainment.de,2022-12-02 20:16:40.516000+00:00,2022-12-02 20:29:05.721000+00:00,False,Successful,results.json_00010750-00010759.json,onetrust_banner,"['onetrust_banner', 'onetrust_pcpanel']",85805,"(80000, 90000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
10642,sqreen.io,sqreen.com,2022-12-02 20:23:30.901000+00:00,2022-12-02 20:42:25.821000+00:00,False,Successful,results.json_00010760-00010769.json,onetrust_banner,"['onetrust_banner', 'onetrust_pcpanel']",85913,"(80000, 90000]",False,successful,successful,onetrust,onetrust,onetrust,io,io
10674,twttr.com,twitter.com,2022-12-02 21:35:01.810000+00:00,2022-12-02 21:53:01.801000+00:00,False,Successful,results.json_00010790-00010799.json,Twitter,['Twitter'],86310,"(80000, 90000]",False,successful,successful,Twitter,other,other,com,com
10696,mormon.org,churchofjesuschrist.org,2022-12-02 22:15:39.809000+00:00,2022-12-02 22:29:54.498000+00:00,False,Successful,results.json_00010810-00010819.json,trustarcbar,['trustarcbar'],86536,"(80000, 90000]",False,successful,successful,trustarc,other,trustarc,org,org
10713,accenturefederal.com,accenture.com,2022-12-02 22:47:14.664000+00:00,2022-12-02 22:58:41.573000+00:00,False,Successful,results.json_00010830-00010839.json,onetrust_banner,"['onetrust_banner', 'onetrust_pctab']",86779,"(80000, 90000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
10769,helloworks.com,hellosign.com,2022-12-03 01:02:50.622000+00:00,2022-12-03 01:23:59.164000+00:00,False,Successful,results.json_00010880-00010889.json,EvidonBanner,['EvidonBanner'],87253,"(80000, 90000]",False,successful,successful,Evidon,other,other,com,com
10771,pocketgamer.co.uk,pocketgamer.com,2022-12-03 01:06:09.183000+00:00,2022-12-03 01:25:32.144000+00:00,False,Successful,results.json_00010890-00010899.json,quantcast2b,['quantcast2b'],87329,"(80000, 90000]",False,successful,successful,quantcast,quantcast,quantcast,uk,uk
